Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status
234,2023,2023-10-29,8,8,35.264,LAR,@,DAL,L 20-43,*,13,22,59.09,162,1,1,78.2,1,9,7.36,6.23,1,9,9.00,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,42,68%,0,0%,0,0%,
236,2023,2023-11-19,10,11,35.285,LAR,,SEA,W 17-16,*,17,31,54.84,190,1,1,70.6,1,5,6.13,5.32,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,
237,2023,2023-11-26,11,12,35.292,LAR,@,ARI,W 37-14,*,25,33,75.76,229,4,1,121.1,0,0,6.94,8.00,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,96%,0,0%,0,0%,
238,2023,2023-12-03,12,13,35.299,LAR,,CLE,W 36-19,*,22,37,59.46,279,3,0,110.1,0,0,7.54,9.16,1,-2,-2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,
239,2023,2023-12-10,13,14,35.306,LAR,@,BAL,L 31-37,*,23,41,56.10,294,3,0,103.1,2,12,7.17,8.63,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,
240,2023,2023-12-17,14,15,35.313,LAR,,WAS,W 28-20,*,25,33,75.76,258,2,0,118.0,3,9,7.82,9.03,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,
241,2023,2023-12-21,15,16,35.317,LAR,,NOR,W 30-22,*,24,34,70.59,328,2,0,120.7,1,3,9.65,10.82,1,-4,-4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,
242,2023,2023-12-31,16,17,35.327,LAR,@,NYG,W 26-25,*,24,34,70.59,317,1,2,85.0,4,31,9.32,7.26,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,
244,2024,2024-09-08,1,1,36.214,LAR,@,DET,L 20-26,*,34,49,69.39,317,1,1,85.2,2,13,6.47,5.96,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,
245,2024,2024-09-15,2,2,36.221,LAR,@,ARI,L 10-41,*,19,27,70.37,216,0,0,94.1,5,24,8.00,8.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,52,100%,0,0%,0,0%,
246,2024,2024-09-22,3,3,36.228,LAR,,SFO,W 27-24,*,16,25,64.00,221,1,0,105.6,3,23,8.84,9.64,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,
247,2024,2024-09-29,4,4,36.235,LAR,@,CHI,L 18-24,*,20,29,68.97,224,0,1,77.4,3,21,7.72,6.17,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,61,100%,0,0%,0,0%,
248,2024,2024-10-06,5,5,36.242,LAR,,GNB,L 19-24,*,29,45,64.44,260,1,1,78.0,3,24,5.78,5.22,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,
249,2024,2024-10-20,6,7,36.256,LAR,,LVR,W 20-15,*,14,23,60.87,154,0,1,62.6,1,10,6.70,4.74,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,
250,2024,2024-10-24,7,8,36.260,LAR,,MIN,W 30-20,*,25,34,73.53,279,4,1,124.5,0,0,8.21,9.24,3,-4,-1.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,
251,2024,2024-11-03,8,9,36.270,LAR,@,SEA,W 26-20,*,25,44,56.82,298,2,1,83.3,0,0,6.77,6.66,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,77,100%,0,0%,0,0%,
252,2024,2024-11-11,9,10,36.278,LAR,,MIA,L 15-23,*,32,46,69.57,293,0,1,77.5,4,36,6.37,5.39,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,0,0,2,-13,0,70,100%,0,0%,0,0%,
253,2024,2024-11-17,10,11,36.284,LAR,@,NWE,W 28-22,*,18,27,66.67,295,4,0,142.7,0,0,10.93,13.89,4,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,
254,2024,2024-11-24,11,12,36.291,LAR,,PHI,L 20-37,*,24,36,66.67,243,2,0,104.3,5,45,6.75,7.86,1,15,15.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,64,100%,0,0%,0,0%,
255,2024,2024-12-01,12,13,36.298,LAR,@,NOR,W 21-14,*,14,24,58.33,183,2,0,110.2,2,17,7.63,9.29,4,3,0.75,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,
256,2024,2024-12-08,13,14,36.305,LAR,,BUF,W 44-42,*,23,30,76.67,320,2,0,132.6,0,0,10.67,12.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,
257,2024,2024-12-12,14,15,36.309,LAR,@,SFO,W 12-6,*,16,27,59.26,160,0,0,76.2,0,0,5.93,5.93,4,18,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,
